waktu,text_asli,terjemahan,negara,akun,clean,normal,tokens,stem,final_text,skor,label,punya_emoji,label_sebelum_sarkas
2025-10-29T08:30:51.000Z,"Kalo ga demen korupsi, pasti jadi bagus tata kotanya. Termasuk pengelolaan sampah… tapi, kalo model begini… besok udh ada di tukang loak~","Kalo ga demen korupsi, pasti jadi bagus tata kotanya. Termasuk pengelolaan sampah… tapi, kalo model begini… besok udh ada di tukang loak~",Belanda,infipop,kalo ga demen korupsi pasti jadi bagus tata kotanya termasuk pengelolaan sampah tapi kalo model begini besok udh ada di tukang loak,kalo enggak demen korupsi pasti jadi bagus tata kotanya termasuk pengelolaan sampah tapi kalo model begini besok sudah ada di tukang loak,"['kalo', 'enggak', 'demen', 'korupsi', 'jadi', 'bagus', 'tata', 'kotanya', 'termasuk', 'pengelolaan', 'sampah', 'kalo', 'model', 'begini', 'besok', 'tukang', 'loak']","['kalo', 'enggak', 'demen', 'korupsi', 'jadi', 'bagus', 'tata', 'kota', 'masuk', 'kelola', 'sampah', 'kalo', 'model', 'begini', 'besok', 'tukang', 'loak']",kalo enggak demen korupsi jadi bagus tata kota masuk kelola sampah kalo model begini besok tukang loak,-3,negatif,FALSE,negatif
2025-10-29T10:33:12.000Z,DPR : 11 T masih belum ckup,DPR : 11 T masih belum ckup,Belanda,infipop,dpr t masih belum ckup,dpr t masih belum cukup,"['dpr', 't', 'cukup']","['dpr', 't', 'cukup']",dpr t cukup,-5,negatif,FALSE,negatif
2025-10-29T10:40:42.000Z,"jgn di terapkan nanti ada yang nyolong , apa lagi itu pakai besi hadehhh","jgn di terapkan nanti ada yang nyolong , apa lagi itu pakai besi hadehhh",Belanda,infipop,jgn di terapkan nanti ada yang nyolong apa lagi itu pakai besi hadehhh,jangan di terapkan nanti ada yang mencolong apa lagi itu pakai besi hadehhh,"['jangan', 'terapkan', 'mencolong', 'apa', 'pakai', 'besi', 'hadehhh']","['jangan', 'terap', 'colong', 'apa', 'pakai', 'besi', 'hadehhh']",jangan terap colong apa pakai besi hadehhh,-11,negatif,FALSE,negatif
2025-10-29T10:48:02.000Z,"jangan coba ini di indonesia,bahaya..soalnya anggaran buat program kaya gini bisa di curi uangnya,soalnya pejabat2 di konoha ini hobinya makan uang negara,rakyat","jangan coba ini di indonesia,bahaya..soalnya anggaran buat program kaya gini bisa di curi uangnya,soalnya pejabat2 di konoha ini hobinya makan uang negara,rakyat",Belanda,infipop,jangan coba ini di indonesia bahaya soalnya anggaran buat program kaya gini bisa di curi uangnya soalnya pejabat di konoha ini hobinya makan uang negara rakyat,jangan coba ini di indonesia bahaya soalnya anggaran buat program kaya begini bisa di curi uangnya soalnya pejabat di konoha ini hobinya makan uang negara rakyat,"['jangan', 'coba', 'indonesia', 'bahaya', 'soalnya', 'anggaran', 'buat', 'program', 'kaya', 'begini', 'curi', 'uangnya', 'soalnya', 'pejabat', 'konoha', 'hobinya', 'makan', 'uang', 'negara', 'rakyat']","['jangan', 'coba', 'indonesia', 'bahaya', 'soal', 'anggar', 'buat', 'program', 'kaya', 'begini', 'curi', 'uang', 'soal', 'jabat', 'konoha', 'hobi', 'makan', 'uang', 'negara', 'rakyat']",jangan coba indonesia bahaya soal anggar buat program kaya begini curi uang soal jabat konoha hobi makan uang negara rakyat,-14,negatif,FALSE,negatif
2025-10-29T08:37:09.000Z,Seputaran stadion ajax kotor kok,Seputaran stadion ajax kotor kok,Belanda,infipop,seputaran stadion ajax kotor kok,seputaran stadion ajax kotor kok,"['seputaran', 'stadion', 'ajax', 'kotor', 'kok']","['putar', 'stadion', 'ajax', 'kotor', 'kok']",putar stadion ajax kotor kok,-5,negatif,FALSE,negatif
2025-10-29T11:30:00.000Z,sementara di Indonesia truck bak nya pada bolong semua,sementara di Indonesia truck bak nya pada bolong semua,Belanda,infipop,sementara di indonesia truck bak nya pada bolong semua,sementara di indonesia truck bak nya pada bolong semua,"['indonesia', 'truck', 'bak', 'nya', 'bolong', 'semua']","['indonesia', 'truck', 'bak', 'nya', 'bolong', 'semua']",indonesia truck bak nya bolong semua,-6,negatif,FALSE,negatif
2025-10-29T08:36:37.000Z,Kalau Jokowi sembunyikan ijazah 🤣,Kalau Jokowi sembunyikan ijazah 🤣,Belanda,infipop,kalau jokowi sembunyikan ijazah,kalau jokowi sembunyikan ijazah,"['kalau', 'jokowi', 'sembunyikan', 'ijazah']","['kalau', 'jokowi', 'sembunyi', 'ijazah']",kalau jokowi sembunyi ijazah,-1,negatif,TRUE,negatif
2025-10-29T11:59:12.000Z,Indonesia harus meniru sistem pembuangan sampah ini Sekalian kalau ada pelaku koruptor dibuang sekalian.🤭🤭🤭,Indonesia harus meniru sistem pembuangan sampah ini Sekalian kalau ada pelaku koruptor dibuang sekalian.🤭🤭🤭,Belanda,infipop,indonesia harus meniru sistem pembuangan sampah ini sekalian kalau ada pelaku koruptor dibuang sekalian,indonesia harus meniru sistem pembuangan sampah ini sekalian kalau ada pelaku koruptor dibuang sekalian,"['indonesia', 'meniru', 'sistem', 'pembuangan', 'sampah', 'sekalian', 'kalau', 'pelaku', 'koruptor', 'dibuang', 'sekalian']","['indonesia', 'tiru', 'sistem', 'buang', 'sampah', 'sekali', 'kalau', 'laku', 'koruptor', 'buang', 'sekali']",indonesia tiru sistem buang sampah sekali kalau laku koruptor buang sekali,-17,negatif,TRUE,negatif
2025-10-29T12:11:44.000Z,Klo di konoha jadi ladang Korupsi,Klo di konoha jadi ladang Korupsi,Belanda,infipop,klo di konoha jadi ladang korupsi,kalo di konoha jadi ladang korupsi,"['kalo', 'konoha', 'jadi', 'ladang', 'korupsi']","['kalo', 'konoha', 'jadi', 'ladang', 'korupsi']",kalo konoha jadi ladang korupsi,-7,negatif,FALSE,negatif
2025-10-29T12:25:35.000Z,fix Konoha gk bkalan bisa 😂😂😂😂😂😂😂😂,fix Konoha gk bkalan bisa 😂😂😂😂😂😂😂😂,Belanda,infipop,fix konoha gk bkalan bisa,fix konoha enggak bkalan bisa,"['fix', 'konoha', 'enggak', 'bkalan']","['fix', 'konoha', 'enggak', 'bkalan']",fix konoha enggak bkalan,0,netral,TRUE,netral
2025-10-29T13:06:05.000Z,di indo buat kek gini udah ber T T T T,di indo buat kue ini udah T T T T,Belanda,infipop,di indo buat kue ini udah t t t t,di indonesia buat kue ini sudah t t t t,"['indonesia', 'buat', 'kue', 't', 't', 't', 't']","['indonesia', 'buat', 'kue', 't', 't', 't', 't']",indonesia buat kue t t t t,1,positif,FALSE,positif
2025-10-29T14:37:26.000Z,"MENTAL PEMIMPIN BARAT BEDA DENGAN INDONESIA JAUHHH,","MENTAL PEMIMPIN BARAT BEDA DENGAN INDONESIA JAUHHH,",Belanda,infipop,mental pemimpin barat beda dengan indonesia jauhhh,mental pemimpin barat beda dengan indonesia jauh,"['mental', 'pemimpin', 'barat', 'beda', 'indonesia', 'jauh']","['mental', 'pimpin', 'barat', 'beda', 'indonesia', 'jauh']",mental pimpin barat beda indonesia jauh,-6,negatif,FALSE,negatif
2025-10-29T11:05:12.000Z,indonesia sdm dr lahir sudah beda,indonesia sdm dr lahir sudah beda,Belanda,infipop,indonesia sdm dr lahir sudah beda,indonesia sdm dari lahir sudah beda,"['indonesia', 'sdm', 'lahir', 'beda']","['indonesia', 'sdm', 'lahir', 'beda']",indonesia sdm lahir beda,1,positif,FALSE,positif
2025-10-29T15:04:11.000Z,KALAU DI INDONESIA SEMBUNYIKAN SAMPAH DI DALAM SUNGAI 🤣🤣🤣,KALAU DI INDONESIA SEMBUNYIKAN SAMPAH DI DALAM SUNGAI 🤣🤣🤣,Belanda,infipop,kalau di indonesia sembunyikan sampah di dalam sungai,kalau di indonesia sembunyikan sampah di dalam sungai,"['kalau', 'indonesia', 'sembunyikan', 'sampah', 'sungai']","['kalau', 'indonesia', 'sembunyi', 'sampah', 'sungai']",kalau indonesia sembunyi sampah sungai,-5,negatif,TRUE,negatif
2025-10-29T10:57:33.000Z,KLO NEGARA KONOHA SEMBUNYIKAN SAMPAH DI BAWAH JEMBATAN😂😂😂😂😂😂😂😂,KLO NEGARA KONOHA SEMBUNYIKAN SAMPAH DI BAWAH JEMBATAN😂😂😂😂😂😂😂😂,Belanda,infipop,klo negara konoha sembunyikan sampah di bawah jembatan,kalo negara konoha sembunyikan sampah di bawah jembatan,"['kalo', 'negara', 'konoha', 'sembunyikan', 'sampah', 'bawah', 'jembatan']","['kalo', 'negara', 'konoha', 'sembunyi', 'sampah', 'bawah', 'jembatan']",kalo negara konoha sembunyi sampah bawah jembatan,-8,negatif,TRUE,negatif
2025-10-29T23:07:59.000Z,"Konoha nyindir melulu negara yang sudah buat bagus tempatnya terdahulu.
padahal dari dulu Belanda negara maju dan sukses serta adab nya pun sangat-sangat tinggi.
Konoha? banyak emak-emak pake rok tapi bingung untuk memproduksi nya 🤪🤪🤪","Konoha nyindir melulu negara yang sudah buat bagus tempatnya terdahulu.
padahal dari dulu Belanda negara maju dan sukses serta adab nya pun sangat-sangat tinggi.
Konoha? banyak emak-emak pake rok tapi bingung untuk memproduksi nya 🤪🤪🤪",Belanda,infipop,konoha nyindir melulu negara yang sudah buat bagus tempatnya terdahulu padahal dari dulu belanda negara maju dan sukses serta adab nya pun sangat sangat tinggi konoha banyak emak emak pake rok tapi bingung untuk memproduksi nya,konoha menyindir melulu negara yang sudah buat bagus tempatnya terdahulu padahal dari dulu belanda negara maju dan sukses serta adab nya pun sangat sangat tinggi konoha banyak emak emak pakai rok tapi bingung untuk memproduksi nya,"['konoha', 'menyindir', 'melulu', 'negara', 'buat', 'bagus', 'tempatnya', 'terdahulu', 'padahal', 'dulu', 'belanda', 'negara', 'maju', 'sukses', 'adab', 'nya', 'sangat', 'sangat', 'tinggi', 'konoha', 'banyak', 'emak', 'emak', 'pakai', 'rok', 'bingung', 'memproduksi', 'nya']","['konoha', 'sindir', 'melulu', 'negara', 'buat', 'bagus', 'tempat', 'dahulu', 'padahal', 'dulu', 'belanda', 'negara', 'maju', 'sukses', 'adab', 'nya', 'sangat', 'sangat', 'tinggi', 'konoha', 'banyak', 'emak', 'emak', 'pakai', 'rok', 'bingung', 'produksi', 'nya']",konoha sindir melulu negara buat bagus tempat dahulu padahal dulu belanda negara maju sukses adab nya sangat sangat tinggi konoha banyak emak emak pakai rok bingung produksi nya,14,positif,TRUE,positif
2025-10-29T11:11:30.000Z,Proyek 200 T ni,Proyek 200 T ni,Belanda,infipop,proyek t ni,proyek t ni,"['proyek', 't', 'ni']","['proyek', 't', 'ni']",proyek t ni,0,netral,FALSE,netral
2025-10-30T00:20:34.000Z,omak besi,bijih besi,Belanda,infipop,bijih besi,bijih besi,"['bijih', 'besi']","['bijih', 'besi']",bijih besi,3,positif,FALSE,positif
2025-10-29T10:51:03.000Z,informasi ga berguna bagi Indonesia tapi untuk edukasi amazing,informasi ga berguna bagi Indonesia tapi untuk edukasi amazing,Belanda,infipop,informasi ga berguna bagi indonesia tapi untuk edukasi amazing,informasi enggak berguna bagi indonesia tapi untuk edukasi amazing,"['informasi', 'enggak', 'berguna', 'indonesia', 'edukasi', 'amazing']","['informasi', 'enggak', 'guna', 'indonesia', 'edukasi', 'amazing']",informasi enggak guna indonesia edukasi amazing,3,positif,FALSE,positif
2025-10-29T09:09:01.000Z,serasa pengen di jajah lagi😭🤣,serasa pengen di jajah lagi😭🤣,Belanda,infipop,serasa pengen di jajah lagi,serasa pengin di jajah lagi,"['serasa', 'pengin', 'jajah']","['serasa', 'pengin', 'jajah']",serasa pengin jajah,-5,negatif,TRUE,negatif
2025-10-31T07:43:02.000Z,@DENNY SUMARGO @KANG DEDY @Gibran Rakabuming @gerindra,@DENNY SUMARGO @KANG DEDY @Gibran Rakabuming @gerindra,Belanda,infipop,sumargo dedy rakabuming,sumargo dedy rakabuming,"['sumargo', 'dedy', 'rakabuming']","['sumargo', 'dedy', 'rakabuming']",sumargo dedy rakabuming,0,netral,FALSE,netral
2025-10-31T14:57:24.000Z,Mobil sampah di negara kita malu2in min sumpah mana kadang sampahnya sampe jatuh2 di jalanan 😭😂 di upgrade dong truck sampah yang keliling ngambil sampah @gerindra,Mobil sampah di negara kita malu2in min sumpah mana kadang sampahnya sampe jatuh2 di jalanan 😭😂 di upgrade dong truck sampah yang keliling ngambil sampah @gerindra,Belanda,infipop,mobil sampah di negara kita malu in min sumpah mana kadang sampahnya sampe jatuh di jalanan di upgrade dong truck sampah yang keliling ngambil sampah,mobil sampah di negara kita malu ini min sumpah mana kadang sampahnya sampai jatuh di jalanan di upgrade dong truck sampah yang keliling ngambil sampah,"['mobil', 'sampah', 'negara', 'malu', 'min', 'sumpah', 'mana', 'kadang', 'sampahnya', 'jatuh', 'jalanan', 'upgrade', 'dong', 'truck', 'sampah', 'keliling', 'ngambil', 'sampah']","['mobil', 'sampah', 'negara', 'malu', 'min', 'sumpah', 'mana', 'kadang', 'sampah', 'jatuh', 'jalan', 'upgrade', 'dong', 'truck', 'sampah', 'keliling', 'ngambil', 'sampah']",mobil sampah negara malu min sumpah mana kadang sampah jatuh jalan upgrade dong truck sampah keliling ngambil sampah,-6,negatif,TRUE,negatif
2025-12-15T21:48:16.000Z,@Purbaya Yudhi Sadewa @PRABOWO SUBIANTO @gerindra @Gibran Rakabuming,@Purbaya Yudhi Sadewa @PRABOWO SUBIANTO @gerindra @Gibran Rakabuming,Belanda,infipop,yudhi sadewa subianto rakabuming,yudhi sadewa subianto rakabuming,"['yudhi', 'sadewa', 'subianto', 'rakabuming']","['yudhi', 'sadewa', 'subianto', 'rakabuming']",yudhi sadewa subianto rakabuming,0,netral,FALSE,netral
2025-12-15T21:48:23.000Z,"@Dr. Agustina Wilujeng P, SS,MM @Iswar Aminuddin @semarangpemkot","@Dr. Agustina Wilujeng P, SS,MM @Iswar Aminuddin @semarangpemkot",Belanda,infipop,agustina wilujeng p ss mm aminuddin,agustina wilujeng p ss mm aminuddin,"['agustina', 'wilujeng', 'p', 'ss', 'mm', 'aminuddin']","['agustina', 'wilujeng', 'p', 'ss', 'mm', 'aminuddin']",agustina wilujeng p ss mm aminuddin,0,netral,FALSE,netral
2025-10-29T09:16:05.000Z,"kalau indo SDM nya masih rendah, liat yg bgitu yg ada buat spot foto2 sampah mh tetp buang sembarangan","kalau indo SDM nya masih rendah, liat yg bgitu yg ada buat spot foto2 sampah mh tetp buang sembarangan",Belanda,infipop,kalau indo sdm nya masih rendah liat yg bgitu yg ada buat spot foto sampah mh tetp buang sembarangan,kalau indonesia sdm nya masih rendah lihat yang begitu yang ada buat spot foto sampah mah tetap buang sembarangan,"['kalau', 'indonesia', 'sdm', 'nya', 'rendah', 'lihat', 'buat', 'spot', 'foto', 'sampah', 'mah', 'tetap', 'buang', 'sembarangan']","['kalau', 'indonesia', 'sdm', 'nya', 'rendah', 'lihat', 'buat', 'spot', 'foto', 'sampah', 'mah', 'tetap', 'buang', 'sembarang']",kalau indonesia sdm nya rendah lihat buat spot foto sampah mah tetap buang sembarang,-7,negatif,FALSE,negatif
2025-10-29T10:15:02.000Z,gag bisa di terapkan di indo Senin di pasang Rabu kotak dlm tanah hilang😂,gag bisa di terapkan di indo Senin di pasang Rabu kotak dlm tanah hilang😂,Belanda,infipop,gag bisa di terapkan di indo senin di pasang rabu kotak dlm tanah hilang,enggak bisa di terapkan di indonesia senin di pasang rabu kotak dalam tanah hilang,"['enggak', 'terapkan', 'indonesia', 'senin', 'pasang', 'rabu', 'kotak', 'tanah', 'hilang']","['enggak', 'terap', 'indonesia', 'senin', 'pasang', 'rabu', 'kotak', 'tanah', 'hilang']",enggak terap indonesia senin pasang rabu kotak tanah hilang,4,positif,TRUE,positif
2025-10-29T10:34:11.000Z,"ya allah..
kapan di jayapura? dan membiasakan orang buang sampah di tempatnya","ya allah..
kapan di jayapura? dan membiasakan orang buang sampah di tempatnya",Belanda,infipop,ya allah kapan di jayapura dan membiasakan orang buang sampah di tempatnya,ya allah kapan di jayapura dan membiasakan orang buang sampah di tempatnya,"['allah', 'kapan', 'jayapura', 'membiasakan', 'orang', 'buang', 'sampah', 'tempatnya']","['allah', 'kapan', 'jayapura', 'biasa', 'orang', 'buang', 'sampah', 'tempat']",allah kapan jayapura biasa orang buang sampah tempat,-3,negatif,FALSE,negatif
2025-10-29T10:32:42.000Z,Gachiakuta,Gachiakuta,Belanda,infipop,gachiakuta,gachiakuta,['gachiakuta'],['gachiakuta'],gachiakuta,0,netral,FALSE,netral
2025-10-29T10:32:30.000Z,"indo mah gabisa, keburu korupsi","indo mah gabisa, keburu korupsi",Belanda,infipop,indo mah gabisa keburu korupsi,indonesia mah enggak bisa keburu korupsi,"['indonesia', 'mah', 'enggak', 'keburu', 'korupsi']","['indonesia', 'mah', 'enggak', 'keburu', 'korupsi']",indonesia mah enggak keburu korupsi,-7,negatif,FALSE,negatif
2025-10-29T10:24:32.000Z,"Gak cocok di indo kayak gitu belum nyampe sehari udah hilang tu besi, apalagi di medan 😂","Gak cocok di indo kayak gitu belum nyampe sehari udah hilang tu besi, apalagi di medan 😂",Belanda,infipop,gak cocok di indo kayak gitu belum nyampe sehari udah hilang tu besi apalagi di medan,enggak cocok di indonesia kayak begitu belum sampai sehari sudah hilang tu besi apalagi di medan,"['enggak', 'cocok', 'indonesia', 'kayak', 'sehari', 'hilang', 'tu', 'besi', 'medan']","['enggak', 'cocok', 'indonesia', 'kayak', 'hari', 'hilang', 'tu', 'besi', 'medan']",enggak cocok indonesia kayak hari hilang tu besi medan,4,positif,TRUE,positif
2025-10-29T10:23:21.000Z,kalau di medan pas dianggap gk ada besinya,kalau di medan pas dianggap gk ada besinya,Belanda,infipop,kalau di medan pas dianggap gk ada besinya,kalau di medan pas dianggap enggak ada besinya,"['kalau', 'medan', 'pas', 'dianggap', 'enggak', 'besinya']","['kalau', 'medan', 'pas', 'anggap', 'enggak', 'besi']",kalau medan pas anggap enggak besi,2,positif,FALSE,positif
2025-10-30T00:24:25.000Z,tempat sampah aja bisa jadi tujuan wisata..😅,tempat sampah aja bisa jadi tujuan wisata..😅,Belanda,infipop,tempat sampah aja bisa jadi tujuan wisata,tempat sampah saja bisa jadi tujuan wisata,"['tempat', 'sampah', 'jadi', 'tujuan', 'wisata']","['tempat', 'sampah', 'jadi', 'tuju', 'wisata']",tempat sampah jadi tuju wisata,-3,negatif,TRUE,negatif
2025-10-30T00:30:18.000Z,di indo tunggu koruptor musnah baru da kayak gini,di indo tunggu koruptor musnah baru da kayak gini,Belanda,infipop,di indo tunggu koruptor musnah baru da kayak gini,di indonesia tunggu koruptor musnah baru da kayak begini,"['indonesia', 'tunggu', 'koruptor', 'musnah', 'baru', 'da', 'kayak', 'begini']","['indonesia', 'tunggu', 'koruptor', 'musnah', 'baru', 'da', 'kayak', 'begini']",indonesia tunggu koruptor musnah baru da kayak begini,-8,negatif,FALSE,negatif
2025-10-30T02:58:21.000Z,"Indonesia mana main, mainnya korupsi astaghfirullah haladzim","Indonesia mana main, mainnya korupsi astaghfirullah haladzim",Belanda,infipop,indonesia mana main mainnya korupsi astaghfirullah haladzim,indonesia mana main mainnya korupsi astaghfirullah haladzim,"['indonesia', 'mana', 'main', 'mainnya', 'korupsi', 'astaghfirullah', 'haladzim']","['indonesia', 'mana', 'main', 'main', 'korupsi', 'astaghfirullah', 'haladzim']",indonesia mana main main korupsi astaghfirullah haladzim,-3,negatif,FALSE,negatif
2025-12-31T04:15:10.000Z,TEBAK AGAMA WRG BELANDA.. KNP pinter2 &maju SDM,TEBAK AGAMA WRG BELANDA.. KNP pinter2 &maju SDM,Belanda,infipop,tebak agama wrg belanda knp pinter maju sdm,tebak agama wrg belanda kenapa pintar maju sdm,"['tebak', 'agama', 'wrg', 'belanda', 'pintar', 'maju', 'sdm']","['tebak', 'agama', 'wrg', 'belanda', 'pintar', 'maju', 'sdm']",tebak agama wrg belanda pintar maju sdm,0,netral,FALSE,netral
2025-10-30T04:53:50.000Z,"di Indonesia masyarakat nya jga belm sadar terkait pengelolaan sampah. jika memang mau sperti ini, sosialisasi ke masyarakat dlu, baru jalan dikit"" sperti ini. kalo langsung seperti ini tapi masyarakatnya Mash blm aware hanya akan buang"" anggaran, serta kesempatan buat yang diatas untuk korupsi pengadaan barangnya.","di Indonesia masyarakat nya jga belm sadar terkait pengelolaan sampah. jika memang mau sperti ini, sosialisasi ke masyarakat dlu, baru jalan dikit"" sperti ini. kalo langsung seperti ini tapi masyarakatnya Mash blm aware hanya akan buang"" anggaran, serta kesempatan buat yang diatas untuk korupsi pengadaan barangnya.",Belanda,infipop,di indonesia masyarakat nya jga belm sadar terkait pengelolaan sampah jika memang mau sperti ini sosialisasi ke masyarakat dlu baru jalan dikit sperti ini kalo langsung seperti ini tapi masyarakatnya mash blm aware hanya akan buang anggaran serta kesempatan buat yang diatas untuk korupsi pengadaan barangnya,di indonesia masyarakat nya juga belm sadar terkait pengelolaan sampah jika memang mau seperti ini sosialisasi ke masyarakat dulu baru jalan dikit seperti ini kalo langsung seperti ini tapi masyarakatnya mash belum aware hanya akan buang anggaran serta kesempatan buat yang diatas untuk korupsi pengadaan barangnya,"['indonesia', 'masyarakat', 'nya', 'belm', 'sadar', 'terkait', 'pengelolaan', 'sampah', 'memang', 'mau', 'sosialisasi', 'masyarakat', 'dulu', 'baru', 'jalan', 'dikit', 'kalo', 'langsung', 'masyarakatnya', 'mash', 'aware', 'buang', 'anggaran', 'kesempatan', 'buat', 'diatas', 'korupsi', 'pengadaan', 'barangnya']","['indonesia', 'masyarakat', 'nya', 'belm', 'sadar', 'kait', 'kelola', 'sampah', 'memang', 'mau', 'sosialisasi', 'masyarakat', 'dulu', 'baru', 'jalan', 'dikit', 'kalo', 'langsung', 'masyarakat', 'mash', 'aware', 'buang', 'anggar', 'sempat', 'buat', 'atas', 'korupsi', 'ada', 'barang']",indonesia masyarakat nya belm sadar kait kelola sampah memang mau sosialisasi masyarakat dulu baru jalan dikit kalo langsung masyarakat mash aware buang anggar sempat buat atas korupsi ada barang,4,positif,FALSE,positif
2025-10-30T05:57:33.000Z,kalau diindo pemulung se-Indonesia protes,kalau diindo pemulung se-Indonesia protes,Belanda,infipop,kalau diindo pemulung se indonesia protes,kalau diindo pemulung se indonesia protes,"['kalau', 'diindo', 'pemulung', 'se', 'indonesia', 'protes']","['kalau', 'diindo', 'pulung', 'se', 'indonesia', 'protes']",kalau diindo pulung se indonesia protes,-4,negatif,FALSE,negatif
2025-10-30T08:19:21.000Z,buang di kali😂😂,buang saja😂😂,Belanda,infipop,buang saja,buang saja,['buang'],['buang'],buang,-3,negatif,TRUE,negatif
2026-01-11T03:39:12.000Z,harusnya gini si tempat sampah diindonesia biar engga kena hujan jadi basah terus bau,harusnya gini si tempat sampah diindonesia biar engga kena hujan jadi basah terus bau,Belanda,infipop,harusnya gini si tempat sampah diindonesia biar engga kena hujan jadi basah terus bau,harusnya begini si tempat sampah diindonesia biar enggak kena hujan jadi basah terus bau,"['harusnya', 'begini', 'si', 'tempat', 'sampah', 'diindonesia', 'biar', 'enggak', 'kena', 'hujan', 'jadi', 'basah', 'terus', 'bau']","['harus', 'begini', 'si', 'tempat', 'sampah', 'indonesia', 'biar', 'enggak', 'kena', 'hujan', 'jadi', 'basah', 'terus', 'bau']",harus begini si tempat sampah indonesia biar enggak kena hujan jadi basah terus bau,-17,negatif,FALSE,negatif
2025-10-31T10:51:50.000Z,Mau dong jadi tukang sampah disana,Mau dong jadi tukang sampah disana,Belanda,infipop,mau dong jadi tukang sampah disana,mau dong jadi tukang sampah disana,"['mau', 'dong', 'jadi', 'tukang', 'sampah', 'disana']","['mau', 'dong', 'jadi', 'tukang', 'sampah', 'sana']",mau dong jadi tukang sampah sana,0,netral,FALSE,netral
2025-10-29T12:41:11.000Z,Konblock nya brand apa tuh..kuat sekali,Konblock nya brand apa tuh..kuat sekali,Belanda,infipop,konblock nya brand apa tuh kuat sekali,konblock nya brand apa tuh kuat sekali,"['konblock', 'nya', 'brand', 'apa', 'tuh', 'kuat', 'sekali']","['konblock', 'nya', 'brand', 'apa', 'tuh', 'kuat', 'sekali']",konblock nya brand apa tuh kuat sekali,-2,negatif,FALSE,negatif
2025-10-30T01:53:03.000Z,"SDM model prindavan disuruh pake teknologi modern yg ada cepet rusak dan ilang, belum lagi pejabatnya yg doyan korup maenin anggaran 🤣🤣","SDM model prindavan disuruh pake teknologi modern yg ada cepet rusak dan ilang, belum lagi pejabatnya yg doyan korup maenin anggaran 🤣🤣",Belanda,infipop,sdm model prindavan disuruh pake teknologi modern yg ada cepet rusak dan ilang belum lagi pejabatnya yg doyan korup maenin anggaran,sdm model prindavan disuruh pakai teknologi modern yang ada cepat rusak dan hilang belum lagi pejabatnya yang doyan korup maenin anggaran,"['sdm', 'model', 'prindavan', 'disuruh', 'pakai', 'teknologi', 'modern', 'cepat', 'rusak', 'hilang', 'pejabatnya', 'doyan', 'korup', 'maenin', 'anggaran']","['sdm', 'model', 'prindavan', 'suruh', 'pakai', 'teknologi', 'modern', 'cepat', 'rusak', 'hilang', 'jabat', 'doyan', 'korup', 'maenin', 'anggar']",sdm model prindavan suruh pakai teknologi modern cepat rusak hilang jabat doyan korup maenin anggar,8,positif,TRUE,positif
2025-10-30T04:53:50.000Z,kalo di konoha tinggal lobangnya doangan itu,kalo di konoha tinggal lobangnya doangan itu,Belanda,infipop,kalo di konoha tinggal lobangnya doangan itu,kalo di konoha tinggal lobangnya doangan itu,"['kalo', 'konoha', 'tinggal', 'lobangnya', 'doangan']","['kalo', 'konoha', 'tinggal', 'lobangnya', 'doang']",kalo konoha tinggal lobangnya doang,2,positif,FALSE,positif
2025-10-30T09:02:14.000Z,Indonesia cuma dapat warisan budaya otak korupsi ny doang,Indonesia cuma dapat warisan budaya otak korupsi ny doang,Belanda,infipop,indonesia cuma dapat warisan budaya otak korupsi ny doang,indonesia cuma dapat warisan budaya otak korupsi nya doang,"['indonesia', 'cuma', 'warisan', 'budaya', 'otak', 'korupsi', 'nya', 'doang']","['indonesia', 'cuma', 'waris', 'budaya', 'otak', 'korupsi', 'nya', 'doang']",indonesia cuma waris budaya otak korupsi nya doang,0,netral,FALSE,netral
2025-10-29T10:06:28.000Z,"di indo lebih maju,, karena indo sudah diatas tanah sampahnya bukan didalam tanah","di indo lebih maju,, karena indo sudah diatas tanah sampahnya bukan didalam tanah",Belanda,infipop,di indo lebih maju karena indo sudah diatas tanah sampahnya bukan didalam tanah,di indonesia lebih maju karena indonesia sudah diatas tanah sampahnya bukan didalam tanah,"['indonesia', 'lebih', 'maju', 'indonesia', 'diatas', 'tanah', 'sampahnya', 'bukan', 'didalam', 'tanah']","['indonesia', 'lebih', 'maju', 'indonesia', 'atas', 'tanah', 'sampah', 'bukan', 'dalam', 'tanah']",indonesia lebih maju indonesia atas tanah sampah bukan dalam tanah,-13,negatif,FALSE,negatif
2025-10-29T23:55:47.000Z,ini yg perlu di tiruu,ini yg perlu di tiruu,Belanda,infipop,ini yg perlu di tiruu,ini yang perlu di tiruu,"['perlu', 'tiruu']","['perlu', 'tiruu']",perlu tiruu,2,positif,FALSE,positif
